age,sex,education,income_family,n
20,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",1
20,Female,Trade certificate or diploma,"$100,000 to $ 124,999",1
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",3
20,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
20,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",2
20,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",2
20,Male,Less than high school diploma or its equivalent,"$100,000 to $ 124,999",1
20,Male,Less than high school diploma or its equivalent,"$125,000 and more",1
20,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",2
20,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
20,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",4
20,Female,Less than high school diploma or its equivalent,"$50,000 to $74,999",1
20,Male,"College, CEGEP or other non-university certificate or di...","$100,000 to $ 124,999",1
20,Male,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
20,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",2
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",1
20,Female,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
20,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",1
20,Male,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",4
20,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",2
20,Male,Less than high school diploma or its equivalent,"$25,000 to $49,999",1
20,Male,Less than high school diploma or its equivalent,"$50,000 to $74,999",1
20,Female,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",2
20,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",1
20,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",2
20,Female,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
20,Female,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",1
20,Male,"College, CEGEP or other non-university certificate or di...","$100,000 to $ 124,999",1
20,Male,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",1
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",3
20,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
20,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",5
20,Male,Trade certificate or diploma,"$50,000 to $74,999",1
20,Female,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
20,Female,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",1
20,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",1
20,Male,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
20,Male,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",1
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",2
20,Male,Trade certificate or diploma,"$75,000 to $99,999",1
20,Female,"College, CEGEP or other non-university certificate or di...","$100,000 to $ 124,999",1
20,Female,Less than high school diploma or its equivalent,"$50,000 to $74,999",1
20,Female,Less than high school diploma or its equivalent,"$75,000 to $99,999",1
20,Female,"NA","$50,000 to $74,999",1
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",1
20,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",3
20,Male,Less than high school diploma or its equivalent,"$100,000 to $ 124,999",1
20,Female,"College, CEGEP or other non-university certificate or di...","$100,000 to $ 124,999",1
20,Female,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",1
20,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",2
20,Female,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
20,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",2
20,Female,Less than high school diploma or its equivalent,"$25,000 to $49,999",1
20,Male,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
20,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
20,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",1
20,Female,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
20,Female,"College, CEGEP or other non-university certificate or di...","$75,000 to $99,999",1
20,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",2
20,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
20,Female,Trade certificate or diploma,"$125,000 and more",1
20,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",1
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",1
20,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",2
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",1
20,Female,"College, CEGEP or other non-university certificate or di...","$125,000 and more",2
20,Female,"College, CEGEP or other non-university certificate or di...","$75,000 to $99,999",1
20,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",1
20,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",3
20,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
20,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",3
20,Male,"College, CEGEP or other non-university certificate or di...","$100,000 to $ 124,999",2
20,Male,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",4
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",3
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",3
20,Male,Less than high school diploma or its equivalent,"Less than $25,000",1
20,Female,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
20,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",2
20,Female,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",3
20,Female,"NA","$50,000 to $74,999",1
20,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",2
20,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
20,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",1
20,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",1
20,Male,Trade certificate or diploma,"Less than $25,000",1
21,Female,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
21,Female,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",1
21,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
21,Male,"College, CEGEP or other non-university certificate or di...","$100,000 to $ 124,999",1
21,Male,"College, CEGEP or other non-university certificate or di...","$125,000 and more",2
21,Male,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",1
21,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",2
21,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",1
21,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",3
21,Male,Less than high school diploma or its equivalent,"Less than $25,000",2
21,Male,University certificate or diploma below the bachelor's level,"$125,000 and more",1
21,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",1
21,Female,"College, CEGEP or other non-university certificate or di...","$125,000 and more",1
21,Female,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",1
21,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",4
21,Female,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",1
21,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",1
21,Male,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",1
21,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",1
